station,time,strahl,rel,t,tmax,tmin,vv
16412,2016-02-02,434.0,75.0,9.3,13.1,5.4,1.5
16412,2016-02-03,195.0,88.0,6.4,9.3,3.5,1.0
16412,2016-02-04,893.0,40.0,6.1,9.1,3.1,2.1
16412,2016-02-05,735.0,65.0,4.0,8.6,-0.6,1.0
16412,2016-02-06,1007.0,70.0,4.7,11.1,-1.7,1.5
16412,2016-02-07,361.0,63.0,5.4,10.7,0.0,2.6
16412,2016-02-08,383.0,75.0,7.8,11.3,4.3,1.5
16412,2016-02-09,689.0,68.0,7.5,13.4,1.5,1.5
16412,2016-02-10,241.0,67.0,7.0,10.5,3.5,1.5
16412,2016-02-11,885.0,65.0,3.7,9.5,-2.2,1.0
16412,2016-02-12,290.0,89.0,0.6,3.3,-2.1,1.5
16412,2016-02-13,966.0,81.0,4.5,8.4,0.6,1.5
16412,2016-02-14,434.0,88.0,2.7,6.0,-0.6,1.0
16412,2016-02-15,207.0,93.0,4.9,8.0,1.8,1.0
16412,2016-02-16,260.0,85.0,5.4,6.8,3.9,1.0
16412,2016-02-17,171.0,94.0,2.9,5.1,0.6,1.5
16412,2016-02-18,130.0,96.0,3.1,4.8,1.4,0.6
16412,2016-02-19,429.0,84.0,6.0,7.8,4.1,1.0
16412,2016-02-20,1179.0,70.0,4.4,9.4,-0.6,1.5
16412,2016-02-21,719.0,75.0,7.9,13.5,2.2,1.0
16412,2016-02-22,1102.0,72.0,10.0,17.2,2.8,1.0
16412,2016-02-23,489.0,67.0,10.2,13.4,6.9,1.5
16412,2016-02-24,1061.0,48.0,6.2,10.7,1.7,1.0
16412,2016-02-25,580.0,66.0,3.5,6.8,0.2,1.5
16412,2016-02-26,627.0,75.0,3.7,5.3,2.0,1.5
16412,2016-02-27,892.0,71.0,2.5,6.3,-1.3,2.1
16412,2016-02-28,449.0,85.0,5.6,7.9,3.2,1.0
16412,2016-02-29,122.0,95.0,6.3,6.9,5.6,1.0
16412,2016-03-01,1027.0,54.0,7.3,10.1,4.5,5.2
16412,2016-03-02,1068.0,66.0,5.0,10.4,-0.5,1.5
16412,2016-03-03,357.0,81.0,4.1,6.8,1.3,1.5
16412,2016-03-04,1139.0,48.0,7.3,12.0,2.5,2.6
16412,2016-03-05,595.0,68.0,5.2,10.2,0.2,1.5
16412,2016-03-06,1002.0,74.0,7.9,11.6,4.2,2.1
16412,2016-03-07,403.0,88.0,3.2,5.7,0.7,1.5
16412,2016-03-08,542.0,84.0,4.3,6.9,1.7,1.0
16412,2016-03-09,1146.0,69.0,5.0,8.6,1.3,1.5
16412,2016-03-10,1442.0,58.0,6.9,13.8,-0.1,1.5
16412,2016-03-11,556.0,59.0,7.5,11.4,3.6,2.6
16412,2016-03-12,471.0,72.0,6.5,8.6,4.4,1.0
16412,2016-03-13,279.0,73.0,6.1,7.7,4.4,1.5
16412,2016-03-14,1688.0,56.0,7.6,11.5,3.6,1.5
16412,2016-03-15,558.0,65.0,3.3,7.5,-0.9,1.5
16412,2016-03-16,402.0,82.0,2.4,4.2,0.6,2.1
16412,2016-03-17,1606.0,64.0,6.7,11.4,2.0,1.5
16412,2016-03-18,1871.0,62.0,7.5,15.8,-0.9,1.5
16412,2016-03-19,1752.0,61.0,7.9,14.9,0.8,2.1
16412,2016-03-20,1831.0,59.0,10.6,15.5,5.7,0.6
16412,2016-03-21,1540.0,66.0,7.5,12.1,2.9,1.5
16412,2016-03-22,1199.0,53.0,8.1,12.5,3.7,1.5
16412,2016-03-23,609.0,57.0,6.8,9.5,4.0,2.1
16412,2016-03-24,1831.0,58.0,6.7,10.4,3.0,3.2
16412,2016-03-25,968.0,56.0,7.3,11.9,2.6,1.5
16412,2016-03-26,983.0,64.0,9.1,12.7,5.5,1.5
16412,2016-03-27,1858.0,62.0,9.6,14.6,4.5,1.5
16412,2016-03-28,1778.0,64.0,10.1,15.9,4.2,1.5
16412,2016-03-29,1566.0,69.0,11.7,18.6,4.8,2.6
16412,2016-03-30,1473.0,65.0,11.4,19.5,3.3,2.1
16412,2016-03-31,2049.0,51.0,14.6,23.3,5.9,2.1
16412,2016-04-01,1223.0,57.0,17.0,22.7,11.2,2.6
16412,2016-04-02,1527.0,48.0,11.6,14.5,8.7,2.1
16412,2016-04-03,1940.0,62.0,12.7,21.5,3.8,1.5
16412,2016-04-04,1924.0,45.0,16.1,25.5,6.7,3.2
16412,2016-04-05,1724.0,40.0,19.2,26.3,12.0,3.2
16412,2016-04-06,1822.0,46.0,17.4,23.6,11.1,3.2
16412,2016-04-07,1315.0,58.0,15.4,19.3,11.5,1.5
16412,2016-04-08,364.0,78.0,13.8,17.0,10.6,2.6
16412,2016-04-09,1115.0,66.0,12.3,15.4,9.2,1.5
16412,2016-04-10,2241.0,62.0,11.9,18.0,5.8,2.1
16412,2016-04-11,2316.0,57.0,12.6,19.1,6.0,2.1
16412,2016-04-12,2239.0,58.0,14.9,23.5,6.2,1.5
16412,2016-04-13,2151.0,47.0,15.5,23.9,7.0,2.1
16412,2016-04-14,1096.0,52.0,15.4,19.5,11.3,2.6
16412,2016-04-15,2106.0,46.0,12.9,21.9,3.9,2.1
16412,2016-04-16,2427.0,43.0,15.7,24.6,6.8,2.6
16412,2016-04-17,1217.0,48.0,16.8,22.2,11.4,2.6
16412,2016-04-18,283.0,83.0,14.8,19.9,9.7,1.5
16412,2016-04-19,1616.0,55.0,11.5,16.4,6.5,2.1
16412,2016-04-20,2349.0,43.0,11.3,17.7,4.8,1.0
16412,2016-04-21,2574.0,48.0,12.0,20.1,3.8,1.5
16412,2016-04-22,2522.0,49.0,14.0,22.3,5.6,2.1
16412,2016-04-23,1795.0,53.0,16.3,20.2,12.3,2.1
16412,2016-04-24,1719.0,40.0,11.1,14.7,7.5,4.5
16412,2016-04-25,2164.0,40.0,7.3,11.5,3.1,2.6
16412,2016-04-26,1950.0,48.0,7.0,15.1,-1.2,2.6
16412,2016-04-27,234.0,91.0,6.2,11.1,1.3,1.5
16412,2016-04-28,898.0,75.0,3.8,7.4,0.2,1.5
16412,2016-04-29,2789.0,49.0,7.3,15.2,-0.6,2.6
16412,2016-04-30,2743.0,54.0,9.8,18.3,1.2,1.5
16412,2016-05-01,359.0,87.0,11.1,14.3,7.8,2.6
16412,2016-05-02,597.0,89.0,12.0,14.3,9.7,2.1
16412,2016-05-03,1805.0,47.0,13.9,20.9,6.9,3.8
16412,2016-05-04,1052.0,49.0,13.3,15.0,11.6,2.6
16412,2016-05-05,2111.0,55.0,14.7,20.1,9.2,2.1
16412,2016-05-06,2075.0,55.0,15.0,21.0,9.0,1.5
16412,2016-05-07,2141.0,64.0,15.4,22.4,8.4,1.0
16412,2016-05-08,2062.0,67.0,14.9,20.8,8.9,2.1
16412,2016-05-09,1966.0,64.0,14.8,21.0,8.6,1.5
16412,2016-05-10,871.0,75.0,13.6,18.1,9.0,1.5
16412,2016-05-11,547.0,84.0,15.0,17.4,12.5,1.5
16412,2016-05-12,295.0,93.0,13.8,14.5,13.0,1.0
16412,2016-05-13,1807.0,68.0,16.0,20.1,11.9,2.6
16412,2016-05-14,1774.0,60.0,15.6,19.9,11.2,2.6
16412,2016-05-15,1488.0,43.0,13.6,16.6,10.6,2.1
16412,2016-05-16,1891.0,52.0,9.1,15.1,3.1,1.5
16412,2016-05-17,1921.0,55.0,11.0,17.1,4.9,2.1
16412,2016-05-18,2044.0,56.0,14.2,19.5,8.9,1.5
16412,2016-05-19,2213.0,69.0,14.8,21.5,8.0,2.6
16412,2016-05-20,1650.0,55.0,15.6,20.5,10.7,2.1
16412,2016-05-21,2908.0,47.0,15.8,23.3,8.3,1.5
16412,2016-05-22,2971.0,50.0,18.3,26.0,10.6,2.1
16412,2016-05-23,2317.0,62.0,19.1,26.2,11.9,1.5
16412,2016-05-24,1443.0,64.0,14.1,18.1,10.1,4.5
16412,2016-05-25,2528.0,60.0,20.1,25.5,14.7,2.6
16412,2016-05-26,2791.0,58.0,18.9,25.9,11.8,2.1
16412,2016-05-27,2609.0,60.0,20.8,27.2,14.3,1.5
16412,2016-05-28,2621.0,57.0,22.0,27.9,16.1,2.1
16412,2016-05-29,2489.0,54.0,22.4,28.7,16.0,2.6
16412,2016-05-30,1898.0,73.0,19.7,23.8,15.5,1.5
16412,2016-05-31,2125.0,74.0,17.7,24.0,11.4,2.1
16412,2016-06-01,2064.0,71.0,16.2,21.2,11.2,1.5
16412,2016-06-02,1833.0,79.0,17.5,21.5,13.4,1.0
16412,2016-06-03,1696.0,72.0,17.7,22.2,13.1,1.5
16412,2016-06-04,2428.0,66.0,18.9,25.3,12.4,1.5
16412,2016-06-05,1138.0,84.0,18.5,23.3,13.7,1.5
16412,2016-06-06,1893.0,69.0,18.5,24.2,12.7,2.6
16412,2016-06-07,2693.0,59.0,18.9,24.4,13.3,2.1
16412,2016-06-08,2480.0,64.0,19.7,25.5,13.9,1.5
16412,2016-06-09,1146.0,75.0,17.7,20.9,14.4,1.0
16412,2016-06-10,2109.0,66.0,18.2,22.3,14.1,1.5
16412,2016-06-11,1653.0,75.0,18.6,24.2,13.0,1.0
16412,2016-06-12,1220.0,82.0,17.7,21.0,14.4,1.5
16412,2016-06-13,1854.0,71.0,18.7,23.3,14.1,1.0
16412,2016-06-14,2014.0,75.0,18.1,23.6,12.6,1.0
16412,2016-06-15,1660.0,73.0,17.9,21.1,14.7,1.0
16412,2016-06-16,1947.0,60.0,20.2,27.0,13.3,2.6
16412,2016-06-17,2978.0,44.0,22.9,27.6,18.1,3.2
16412,2016-06-18,2158.0,80.0,18.8,24.3,13.3,2.1
16412,2016-06-19,866.0,81.0,15.6,18.8,12.4,3.2
16412,2016-06-20,1123.0,77.0,18.0,21.7,14.2,1.5
16412,2016-06-21,3051.0,57.0,20.0,26.6,13.3,1.5
16412,2016-06-22,3057.0,54.0,22.7,28.8,16.5,1.5
16412,2016-06-23,2831.0,59.0,23.5,30.1,16.9,2.1
16412,2016-06-24,2686.0,60.0,25.6,31.3,19.8,2.1
16412,2016-06-25,1897.0,72.0,25.6,31.0,20.1,2.1
16412,2016-06-26,1849.0,69.0,23.0,27.1,18.8,1.5
16412,2016-06-27,1531.0,64.0,19.6,22.5,16.7,2.6
16412,2016-06-28,2809.0,46.0,19.0,26.4,11.6,2.1
16412,2016-06-29,2994.0,51.0,21.9,29.6,14.2,2.1
16412,2016-06-30,2165.0,59.0,23.0,29.1,16.8,2.1
16412,2016-07-01,2080.0,71.0,22.9,28.2,17.5,1.5
16412,2016-07-02,2365.0,71.0,23.4,29.2,17.5,2.6
16412,2016-07-03,832.0,61.0,18.3,21.0,15.6,1.5
16412,2016-07-04,2996.0,55.0,18.8,25.2,12.3,2.1
16412,2016-07-05,2505.0,64.0,21.1,27.6,14.5,1.5
16412,2016-07-06,2342.0,45.0,22.7,27.0,18.3,2.1
16412,2016-07-07,2936.0,52.0,19.2,24.9,13.4,2.1
16412,2016-07-08,2901.0,60.0,21.3,27.7,14.8,2.1
16412,2016-07-09,2014.0,54.0,23.2,28.2,18.2,1.5
16412,2016-07-10,2892.0,55.0,23.5,30.0,17.0,2.1
16412,2016-07-11,2699.0,58.0,25.2,31.9,18.4,2.1
16412,2016-07-12,2210.0,68.0,25.8,30.5,21.1,2.1
16412,2016-07-13,527.0,83.0,20.0,21.4,18.6,1.0
16412,2016-07-14,2857.0,51.0,17.3,22.1,12.5,3.2
16412,2016-07-15,2253.0,52.0,16.1,21.5,10.6,2.6
16412,2016-07-16,766.0,50.0,16.5,18.8,14.1,3.2
16412,2016-07-17,1431.0,63.0,19.1,24.5,13.7,0.6
16412,2016-07-18,1857.0,54.0,22.4,27.9,16.9,2.1
16412,2016-07-19,2506.0,57.0,22.6,29.2,16.0,2.1
16412,2016-07-20,2475.0,61.0,22.7,28.5,16.8,2.1
16412,2016-07-21,2489.0,58.0,23.6,30.1,17.0,1.5
16412,2016-07-22,2669.0,65.0,23.5,29.1,17.9,2.1
16412,2016-07-23,2499.0,68.0,23.4,29.4,17.4,2.1
16412,2016-07-24,1228.0,85.0,24.5,28.5,20.5,2.1
16412,2016-07-25,1100.0,84.0,22.6,25.8,19.3,1.5
16412,2016-07-26,1905.0,86.0,23.0,28.4,17.5,2.1
16412,2016-07-27,2018.0,74.0,23.2,29.3,17.1,1.0
16412,2016-07-28,1328.0,88.0,22.4,26.4,18.3,1.0
16412,2016-07-29,2594.0,60.0,23.0,29.0,17.0,1.5
16412,2016-07-30,2351.0,66.0,24.6,30.8,18.4,2.1
16412,2016-07-31,2461.0,70.0,24.3,30.6,18.0,1.5
16412,2016-08-01,839.0,73.0,19.9,22.6,17.2,1.5
16412,2016-08-02,2602.0,59.0,19.6,25.8,13.3,1.5
16412,2016-08-03,2520.0,57.0,22.8,27.3,18.2,2.1
16412,2016-08-04,2640.0,61.0,23.4,29.7,17.1,1.5
16412,2016-08-05,1630.0,71.0,23.3,28.8,17.7,2.6
16412,2016-08-06,2521.0,48.0,20.5,25.2,15.8,4.5
16412,2016-08-07,2288.0,52.0,19.9,26.5,13.3,2.1
16412,2016-08-08,2720.0,50.0,20.7,27.3,14.1,2.1
16412,2016-08-09,1963.0,69.0,21.5,28.5,14.4,2.1
16412,2016-08-10,384.0,90.0,14.5,16.6,12.4,1.5
16412,2016-08-11,1549.0,59.0,15.0,20.1,9.8,1.5
16412,2016-08-12,1427.0,61.0,14.1,20.1,8.1,2.1
16412,2016-08-13,2206.0,63.0,19.9,25.3,14.4,1.5
16412,2016-08-14,2527.0,62.0,21.0,28.1,13.9,2.1
16412,2016-08-15,1663.0,82.0,22.3,27.5,17.0,1.0
16412,2016-08-16,2511.0,68.0,20.4,26.5,14.3,2.1
16412,2016-08-17,1325.0,80.0,19.9,23.3,16.5,1.5
16412,2016-08-18,1364.0,78.0,18.7,22.4,15.0,1.0
16412,2016-08-19,1418.0,76.0,20.0,24.5,15.5,1.0
16412,2016-08-20,2182.0,73.0,20.5,27.0,13.9,1.5
16412,2016-08-21,766.0,77.0,19.2,23.7,14.6,3.2
16412,2016-08-22,1892.0,64.0,18.1,22.4,13.7,2.6
16412,2016-08-23,2222.0,59.0,19.3,27.1,11.4,1.0
16412,2016-08-24,2086.0,63.0,20.1,27.1,13.0,1.0
16412,2016-08-25,2050.0,66.0,20.6,26.4,14.7,1.5
16412,2016-08-26,2379.0,63.0,20.8,27.3,14.2,1.0
16412,2016-08-27,2326.0,64.0,21.1,28.2,14.0,1.0
16412,2016-08-28,2220.0,70.0,22.1,28.6,15.6,1.0
16412,2016-08-29,1333.0,79.0,23.7,30.3,17.1,1.5
16412,2016-08-30,1378.0,69.0,21.2,25.8,16.5,2.1
16412,2016-08-31,2311.0,67.0,20.0,25.3,14.6,1.0
16412,2016-09-01,2033.0,71.0,20.2,27.0,13.4,1.5
16412,2016-09-02,1844.0,68.0,21.9,27.3,16.4,1.0
16412,2016-09-03,1966.0,65.0,21.7,27.8,15.6,1.5
16412,2016-09-04,1465.0,73.0,21.8,27.9,15.7,1.5
16412,2016-09-05,1423.0,66.0,19.5,23.2,15.8,1.5
16412,2016-09-06,307.0,72.0,16.0,17.9,14.0,2.6
16412,2016-09-07,1356.0,72.0,19.4,25.5,13.2,2.6
16412,2016-09-08,1378.0,71.0,20.7,26.2,15.1,1.5
16412,2016-09-09,2007.0,62.0,21.7,28.6,14.8,2.1
16412,2016-09-10,1709.0,66.0,21.5,28.0,14.9,1.5
16412,2016-09-11,1709.0,64.0,22.2,28.4,15.9,1.0
16412,2016-09-12,1821.0,65.0,22.4,29.4,15.4,2.1
16412,2016-09-13,1938.0,64.0,22.0,28.6,15.4,1.5
16412,2016-09-14,1632.0,70.0,21.8,27.4,16.2,1.5
16412,2016-09-15,1740.0,72.0,20.5,27.0,13.9,1.5
16412,2016-09-16,1515.0,67.0,20.8,27.1,14.4,2.1
16412,2016-09-17,747.0,88.0,18.6,21.3,15.8,1.0
16412,2016-09-18,1180.0,80.0,16.5,19.9,13.0,1.5
16412,2016-09-19,1434.0,67.0,18.8,23.3,14.3,2.6
16412,2016-09-20,1004.0,64.0,16.3,20.0,12.5,1.5
16412,2016-09-21,1467.0,66.0,12.5,17.8,7.1,2.1
16412,2016-09-22,1442.0,69.0,14.2,19.4,8.9,1.5
16412,2016-09-23,1792.0,67.0,14.1,21.0,7.1,1.5
16412,2016-09-24,1775.0,67.0,16.6,22.5,10.6,1.0
16412,2016-09-25,1766.0,69.0,15.4,22.6,8.1,2.1
16412,2016-09-26,835.0,74.0,14.7,19.9,9.4,1.0
16412,2016-09-27,1235.0,74.0,16.4,21.5,11.2,1.0
16412,2016-09-28,1535.0,69.0,15.5,22.4,8.5,2.1
16412,2016-09-29,1527.0,68.0,17.4,25.2,9.6,1.5
16412,2016-09-30,1632.0,69.0,17.9,25.4,10.4,1.0
16412,2016-10-01,1507.0,63.0,18.3,25.1,11.5,1.5
16412,2016-10-02,331.0,89.0,14.4,17.7,11.0,1.0
16412,2016-10-03,1331.0,71.0,14.2,18.0,10.3,1.5
16412,2016-10-04,313.0,67.0,10.3,15.2,5.4,2.1
16412,2016-10-05,1261.0,49.0,10.1,13.6,6.6,2.6
16412,2016-10-06,1240.0,57.0,9.2,15.8,2.6,2.1
16412,2016-10-07,276.0,84.0,9.2,11.1,7.3,1.0
16412,2016-10-08,1016.0,78.0,8.9,12.8,4.9,1.5
16412,2016-10-09,926.0,76.0,9.4,12.8,5.9,1.0
16412,2016-10-10,625.0,83.0,8.2,11.9,4.4,1.0
16412,2016-10-11,585.0,90.0,7.6,9.5,5.6,1.0
16412,2016-10-12,1103.0,67.0,8.0,13.5,2.4,2.1
16412,2016-10-13,1369.0,73.0,7.1,13.7,0.4,1.5
16412,2016-10-14,877.0,76.0,10.7,15.1,6.2,1.0
16412,2016-10-15,577.0,84.0,11.8,14.1,9.5,0.6
16412,2016-10-16,1227.0,81.0,13.5,19.1,7.9,1.0
16412,2016-10-17,367.0,80.0,13.9,15.2,12.6,2.1
16412,2016-10-18,119.0,94.0,11.2,14.0,8.4,1.0
16412,2016-10-19,145.0,95.0,8.8,9.3,8.2,1.0
16412,2016-10-20,167.0,91.0,7.4,8.6,6.1,1.5
16412,2016-10-21,413.0,90.0,7.4,9.2,5.5,1.0
16412,2016-10-22,1097.0,83.0,7.0,12.8,1.2,1.0
16412,2016-10-23,1192.0,83.0,7.7,14.0,1.4,1.0
16412,2016-10-24,633.0,82.0,11.4,16.8,6.0,1.0
16412,2016-10-25,615.0,83.0,14.9,20.3,9.4,1.5
16412,2016-10-26,547.0,86.0,14.2,15.9,12.4,1.5
16412,2016-10-27,893.0,78.0,11.4,14.4,8.4,1.0
16412,2016-10-28,734.0,83.0,9.0,12.8,5.1,1.0
16412,2016-10-29,1017.0,77.0,11.8,17.6,5.9,1.0
16412,2016-10-30,810.0,80.0,8.8,13.6,4.0,1.0
16412,2016-10-31,1051.0,76.0,7.2,12.6,1.8,1.5
16412,2016-11-01,1023.0,74.0,7.9,14.5,1.2,2.1
16412,2016-11-02,802.0,74.0,9.6,16.2,3.0,1.5
16412,2016-11-03,653.0,70.0,8.8,11.9,5.7,1.5
16412,2016-11-04,773.0,75.0,6.7,9.8,3.5,1.0
16412,2016-11-05,287.0,81.0,4.1,8.7,-0.5,1.0
16412,2016-11-06,134.0,89.0,8.3,11.2,5.3,3.8
16412,2016-11-07,185.0,88.0,4.7,6.2,3.2,1.5
16412,2016-11-08,152.0,91.0,3.1,4.7,1.4,1.0
16412,2016-11-09,879.0,82.0,2.8,6.6,-1.1,1.5
16412,2016-11-10,831.0,78.0,5.6,10.1,1.0,1.0
16412,2016-11-11,374.0,85.0,3.3,6.9,-0.3,1.0
16412,2016-11-12,241.0,62.0,5.5,6.8,4.1,3.8
16412,2016-11-13,658.0,72.0,1.7,5.0,-1.7,1.5
16412,2016-11-14,887.0,59.0,1.8,5.7,-2.1,1.0
16412,2016-11-15,742.0,75.0,-0.1,3.8,-4.0,1.5
16412,2016-11-16,230.0,83.0,2.1,4.2,0.0,1.0
16412,2016-11-17,499.0,92.0,5.4,8.4,2.4,1.0
16412,2016-11-18,843.0,79.0,9.6,16.8,2.4,1.5
16412,2016-11-19,118.0,95.0,9.2,12.2,6.1,1.0
16412,2016-11-20,416.0,92.0,7.9,10.3,5.5,1.0
16412,2016-11-21,693.0,87.0,9.3,15.1,3.5,1.0
16412,2016-11-22,702.0,83.0,11.5,17.9,5.1,2.1
16412,2016-11-23,372.0,91.0,9.4,13.1,5.7,1.0
16412,2016-11-24,562.0,89.0,8.7,13.5,3.9,1.0
16412,2016-11-25,78.0,92.0,8.4,9.3,7.4,1.0
16412,2016-11-26,145.0,92.0,8.2,9.1,7.2,0.6
16412,2016-11-27,192.0,91.0,7.6,8.4,6.8,1.0
16412,2016-11-28,703.0,55.0,4.3,7.7,0.9,2.6
16412,2016-11-29,718.0,53.0,0.7,3.9,-2.5,1.5
16412,2016-11-30,610.0,65.0,-1.1,3.9,-6.1,1.0
16412,2016-12-01,515.0,66.0,1.9,6.7,-2.9,1.0
16412,2016-12-02,494.0,52.0,4.4,11.0,-2.2,2.6
16412,2016-12-03,642.0,72.0,2.3,6.6,-2.0,1.5
16412,2016-12-04,554.0,77.0,0.5,3.7,-2.7,1.0
16412,2016-12-05,579.0,79.0,0.4,4.1,-3.4,0.6
16412,2016-12-06,650.0,75.0,1.1,7.4,-5.2,1.0
16412,2016-12-07,613.0,85.0,-0.8,2.7,-4.2,1.0
16412,2016-12-08,542.0,89.0,-1.4,1.5,-4.3,1.0
16412,2016-12-09,620.0,72.0,3.5,10.5,-3.6,1.0
16412,2016-12-10,645.0,68.0,4.2,10.7,-2.3,1.0
16412,2016-12-11,611.0,71.0,4.6,10.6,-1.4,1.5
16412,2016-12-12,579.0,64.0,6.1,11.3,0.8,2.1
16412,2016-12-13,135.0,74.0,3.1,6.3,-0.2,1.5
16412,2016-12-14,551.0,67.0,3.6,8.1,-0.9,1.0
16412,2016-12-15,154.0,82.0,1.6,4.1,-0.9,2.1
16412,2016-12-16,128.0,73.0,1.8,2.8,0.7,1.0
16412,2016-12-17,625.0,73.0,0.1,5.7,-5.5,1.5
16412,2016-12-18,512.0,73.0,0.8,6.6,-5.0,0.2
16412,2016-12-19,107.0,88.0,0.8,2.5,-1.0,1.0
16412,2016-12-20,70.0,89.0,-1.0,-0.4,-1.5,1.0
16412,2016-12-21,85.0,93.0,-2.2,-1.4,-2.9,1.0
16412,2016-12-22,97.0,93.0,-2.9,-2.3,-3.5,1.5
16412,2016-12-23,228.0,93.0,-1.9,-0.6,-3.2,1.0
16412,2016-12-24,212.0,92.0,-1.7,-0.1,-3.3,1.0
16412,2016-12-25,216.0,87.0,0.5,2.8,-1.8,0.6
16412,2016-12-26,580.0,80.0,4.6,9.9,-0.7,1.0
16412,2016-12-27,649.0,41.0,5.3,9.9,0.7,4.5
16412,2016-12-28,270.0,68.0,5.0,7.8,2.1,3.8
16412,2016-12-29,657.0,83.0,-0.2,3.3,-3.7,1.0
16412,2016-12-30,646.0,76.0,-2.1,3.4,-7.6,1.0
16412,2016-12-31,662.0,75.0,-1.5,4.6,-7.6,1.0
16412,2017-01-01,661.0,73.0,-1.3,5.0,-7.6,1.0
16412,2017-01-02,653.0,69.0,-0.4,6.2,-7.0,1.0
16412,2017-01-03,640.0,68.0,0.1,4.7,-4.5,1.5
16412,2017-01-04,437.0,62.0,0.6,5.7,-4.5,1.5
16412,2017-01-05,628.0,58.0,0.3,4.2,-3.6,3.2
16412,2017-01-06,596.0,44.0,-5.0,-2.9,-7.0,3.8
16412,2017-01-07,733.0,46.0,-6.5,-1.5,-11.4,1.5
16412,2017-01-08,298.0,77.0,-7.2,-5.1,-9.3,0.6
16412,2017-01-09,709.0,70.0,-2.9,4.2,-9.9,2.1
16412,2017-01-10,161.0,75.0,-5.5,-2.9,-8.0,2.6
16412,2017-01-11,694.0,68.0,-8.6,-2.7,-14.4,1.5
16412,2017-01-12,338.0,69.0,-3.3,1.7,-8.2,1.0
16412,2017-01-13,61.0,86.0,0.0,2.3,-2.3,1.0
16412,2017-01-14,703.0,82.0,-0.5,3.1,-4.0,1.5
16412,2017-01-15,615.0,73.0,-1.8,3.5,-7.0,1.0
16412,2017-01-16,597.0,74.0,-3.9,0.7,-8.5,1.0
16412,2017-01-17,396.0,62.0,-2.6,1.3,-6.4,0.6
16412,2017-01-18,285.0,68.0,-4.4,-1.0,-7.8,1.0
16412,2017-01-19,716.0,67.0,-0.7,1.9,-3.2,1.0
16412,2017-01-20,772.0,72.0,-4.2,1.2,-9.5,1.0
16412,2017-01-21,798.0,72.0,-4.3,1.5,-10.1,1.0
16412,2017-01-22,739.0,73.0,-4.1,1.6,-9.7,1.0
16412,2017-01-23,742.0,83.0,-6.0,-2.1,-9.9,1.0
16412,2017-01-24,214.0,87.0,-7.5,-6.1,-8.8,1.0
16412,2017-01-25,279.0,80.0,-5.4,-3.1,-7.6,2.6
16412,2017-01-26,274.0,71.0,-1.8,-0.3,-3.3,1.0
16412,2017-01-27,865.0,73.0,-4.1,0.5,-8.7,1.0
16412,2017-01-28,158.0,87.0,-5.8,-4.1,-7.4,1.0
16412,2017-01-29,344.0,87.0,-5.7,-4.6,-6.7,1.0
16412,2017-01-30,174.0,91.0,-6.4,-5.5,-7.2,1.0
16412,2017-01-31,384.0,85.0,-5.3,-3.0,-7.5,1.0
16412,2017-02-01,214.0,84.0,-1.9,0.7,-4.4,0.6
16412,2017-02-02,441.0,86.0,0.3,4.0,-3.5,0.6
16412,2017-02-03,746.0,78.0,5.5,12.3,-1.3,1.0
16412,2017-02-04,581.0,76.0,5.7,11.2,0.1,1.0
16412,2017-02-05,773.0,81.0,4.8,10.0,-0.4,1.0
16412,2017-02-06,142.0,92.0,4.4,5.4,3.3,2.1
16412,2017-02-07,582.0,87.0,3.4,5.7,1.0,1.0
16412,2017-02-08,452.0,77.0,0.8,2.6,-1.1,2.1
16412,2017-02-09,165.0,85.0,-0.9,0.0,-1.7,1.0
16412,2017-02-10,76.0,94.0,-0.7,-0.3,-1.0,1.0
16412,2017-02-11,343.0,84.0,0.2,1.5,-1.1,1.0
16412,2017-02-12,131.0,91.0,0.8,1.6,0.0,0.6
16412,2017-02-13,217.0,86.0,0.8,1.7,-0.2,1.0
16412,2017-02-14,1036.0,84.0,1.0,6.0,-4.1,1.5
16412,2017-02-15,1207.0,70.0,4.2,12.5,-4.1,1.5
16412,2017-02-16,1195.0,67.0,5.3,12.9,-2.4,1.0
16412,2017-02-17,681.0,78.0,4.1,10.4,-2.2,0.6
16412,2017-02-18,565.0,71.0,4.8,9.3,0.2,1.0
16412,2017-02-19,1079.0,73.0,3.9,8.5,-0.7,1.0
16412,2017-02-20,851.0,72.0,4.6,10.5,-1.4,1.0
16412,2017-02-21,507.0,67.0,6.8,12.5,1.1,1.0
16412,2017-02-22,907.0,72.0,9.2,14.7,3.6,1.0
16412,2017-02-23,705.0,69.0,8.9,14.1,3.6,1.0
16412,2017-02-24,321.0,61.0,8.8,13.1,4.5,1.5
16412,2017-02-25,1420.0,52.0,4.6,10.3,-1.1,1.5
16412,2017-02-26,1011.0,62.0,3.0,8.6,-2.7,1.0
16412,2017-02-27,958.0,53.0,7.2,12.6,1.8,1.0
16412,2017-02-28,692.0,56.0,7.9,14.1,1.7,2.6
16412,2017-03-01,1041.0,56.0,8.1,11.9,4.3,1.0
16412,2017-03-02,1011.0,52.0,7.6,14.7,0.4,1.0
16412,2017-03-03,1228.0,61.0,6.5,13.4,-0.4,1.5
16412,2017-03-04,1254.0,64.0,10.0,16.9,3.1,2.6
16412,2017-03-05,752.0,69.0,10.2,13.6,6.8,2.1
16412,2017-03-06,971.0,66.0,7.4,12.5,2.3,1.0
16412,2017-03-07,1272.0,54.0,8.2,11.8,4.5,3.2
